item,label,cobertura,coberturaLabel,autor,autorLabel,fecha_fin,fecha_inicio,margen,muestra,resultado,publicacion,nivel_confianza,archivo,casa_registrada,ciudadanos_registrados
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Gomer Padilla,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Gomer Padilla,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Gomer Padilla,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Rafael Quinteros,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Rafael Quinteros,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Rafael Quinteros,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Rafael Quinteros,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,699de9885434183c4583,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,699de9885434183c4583,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,699de9885434183c4583,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,699de9885434183c4583,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698fecf5b6f1138877b6,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698fecf5b6f1138877b6,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698fecf5b6f1138877b6,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698fecf5b6f1138877b6,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
6998957ee05da570839c,Primera encuesta de opinión IPSOS - CIESMORI - Gobernacion de La Paz,6983986f27930b142391,Departamento de La Paz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,1.28,5802,,,,,69860f45c802b1fdedb7,
6998957ee05da570839c,Primera encuesta de opinión IPSOS - CIESMORI - Gobernacion de La Paz,6983986f27930b142391,Departamento de La Paz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,1.28,5802,,,,,69857dc12230ff9c37fd,
699896cebe6900b85738,Primera encuesta de opinión IPSOS - CIESMORI - Gobernacion de Cochabamba,698398675bb38121fa86,Departamento de Cochabamba,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,1.49,4650,,,,,69860f45c802b1fdedb7,
699896cebe6900b85738,Primera encuesta de opinión IPSOS - CIESMORI - Gobernacion de Cochabamba,698398675bb38121fa86,Departamento de Cochabamba,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,1.49,4650,,,,,69857dc12230ff9c37fd,
69989a8aef5b907305e7,Primera encuesta de opinión IPSOS - CIESMORI - Gobernacion de Santa Cruz,69839869e17caed5adf0,Departamento de Santa Cruz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,1.5,4285,,,,,69860f45c802b1fdedb7,
69989a8aef5b907305e7,Primera encuesta de opinión IPSOS - CIESMORI - Gobernacion de Santa Cruz,69839869e17caed5adf0,Departamento de Santa Cruz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,1.5,4285,,,,,69857dc12230ff9c37fd,
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,Municipio de Nuestra Señora de La Paz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2401,698feee7df236c93676a,,,,69860f45c802b1fdedb7,655971
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,Municipio de Nuestra Señora de La Paz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2401,698feee7df236c93676a,,,,69860f45c802b1fdedb7,639803
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,Municipio de Nuestra Señora de La Paz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2401,698feee7df236c93676a,,,,69857dc12230ff9c37fd,655971
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,Municipio de Nuestra Señora de La Paz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2401,698feee7df236c93676a,,,,69857dc12230ff9c37fd,639803
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,Municipio de Nuestra Señora de La Paz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2401,698fecf5b6f1138877b6,,,,69860f45c802b1fdedb7,655971
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,Municipio de Nuestra Señora de La Paz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2401,698fecf5b6f1138877b6,,,,69860f45c802b1fdedb7,639803
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,Municipio de Nuestra Señora de La Paz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2401,698fecf5b6f1138877b6,,,,69857dc12230ff9c37fd,655971
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,Municipio de Nuestra Señora de La Paz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2401,698fecf5b6f1138877b6,,,,69857dc12230ff9c37fd,639803
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,Municipio de Nuestra Señora de La Paz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2401,69989c4eaacb9d6a5356,,,,69860f45c802b1fdedb7,655971
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,Municipio de Nuestra Señora de La Paz,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2401,69989c4eaacb9d6a5356,,,,69860f45c802b1fdedb7,639803
