item,label,cobertura,coberturaLabel,autor,autorLabel,fecha_fin,fecha_inicio,margen,muestra,resultado,publicacion,nivel_confianza,archivo,casa_registrada,ciudadanos_registrados
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698582490012ceeb9b1b,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69858a9f0013158e437a,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69858a9f0013158e437a,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69858a9f0013158e437a,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69858a9f0013158e437a,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69858885002e064f42b8,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69858885002e064f42b8,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69858885002e064f42b8,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69858885002e064f42b8,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698581290026b8e96a91,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698581290026b8e96a91,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698581290026b8e96a91,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698581290026b8e96a91,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69989f9e85eecb1a0a9c,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69989f9e85eecb1a0a9c,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69989f9e85eecb1a0a9c,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69989f9e85eecb1a0a9c,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69857f380002c139c159,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69857f380002c139c159,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69857f380002c139c159,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,69857f380002c139c159,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698583b6002637f8937d,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698583b6002637f8937d,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698583b6002637f8937d,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698583b6002637f8937d,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698585f4002773ff815d,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698585f4002773ff815d,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698585f4002773ff815d,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698585f4002773ff815d,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698584f9003dcd697650,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698584f9003dcd697650,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698584f9003dcd697650,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,698584f9003dcd697650,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,6985800f00058c50ebe4,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,6985800f00058c50ebe4,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,6985800f00058c50ebe4,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,6985800f00058c50ebe4,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,699de867b4edd88ebf7a,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,699de867b4edd88ebf7a,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,699de867b4edd88ebf7a,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,699de867b4edd88ebf7a,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,699de9885434183c4583,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,699de9885434183c4583,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,699de9885434183c4583,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,699de9885434183c4583,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Federico Morón,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Federico Morón,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Federico Morón,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Federico Morón,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Paola Cronembold,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Paola Cronembold,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Paola Cronembold,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1149829
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Paola Cronembold,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69857dc12230ff9c37fd,1126505
69989add5e38123e6497,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de Santa Cruz,698399613415da3b0042,Municipio de Santa Cruz de la Sierra,698614d000339f39a826,CIEMCORP S.R.L. (Ipsos Ciesmori),2026-02-15,2026-02-06,2,2405,Gomer Padilla,2026-02-20,95,https://www.youtube.com/watch?v=6DteKbtJI-c,69860f45c802b1fdedb7,1149829
