item,label,cobertura,cobertura_label,autor,autor_label,fecha_fin,fecha_inicio,margen,muestra,resultado,resultadolabel,resultadoporcentaje,resultadopregunta,publicacion,nivel_confianza,archivo,casa_registrada,ciudadanos_registrados,censo_personas16
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,6985a112000a714218c7,Fernando Henrry Valencia Aguilera,0.2,¿Si hoy fueran las elecciones para alcalde?,,,,True,655971,596678
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,6985a112000a714218c7,Fernando Henrry Valencia Aguilera,0.2,¿Si hoy fueran las elecciones para alcalde?,,,,True,639803,596678
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,6985a3660032a69d956e,Jorge Dulon Fernandez,0.2,¿Si hoy fueran las elecciones para alcalde?,,,,True,655971,596678
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,6985a3660032a69d956e,Jorge Dulon Fernandez,0.2,¿Si hoy fueran las elecciones para alcalde?,,,,True,639803,596678
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,69859f46001600112927,Isaac Felipe Fernandez Cano,0.1,¿Si hoy fueran las elecciones para alcalde?,,,,True,655971,596678
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,69859f46001600112927,Isaac Felipe Fernandez Cano,0.1,¿Si hoy fueran las elecciones para alcalde?,,,,True,639803,596678
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,699de867b4edd88ebf7a,Voto Blanco,4,¿Si hoy fueran las elecciones para alcalde?,,,,True,655971,596678
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,699de867b4edd88ebf7a,Voto Blanco,4,¿Si hoy fueran las elecciones para alcalde?,,,,True,639803,596678
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,699de9885434183c4583,Voto Nulo,7.2,¿Si hoy fueran las elecciones para alcalde?,,,,True,655971,596678
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,699de9885434183c4583,Voto Nulo,7.2,¿Si hoy fueran las elecciones para alcalde?,,,,True,639803,596678
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,698fecf5b6f1138877b6,Voto Indeciso,9.8,¿Si hoy fueran las elecciones para alcalde?,,,,True,655971,596678
69989aa86ff300cc19a8,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de La Paz,69839a1ea14be0c0f130,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,698fecf5b6f1138877b6,Voto Indeciso,9.8,¿Si hoy fueran las elecciones para alcalde?,,,,True,639803,596678
69989ab4e78ffe344ece,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de El Alto,698398f5670464b78148,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,698feee7df236c93676a,Voto Ninguno,56,,,,,True,760402,633783
69989ab4e78ffe344ece,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de El Alto,698398f5670464b78148,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,698feee7df236c93676a,Voto Ninguno,56,,,,,True,749724,633783
69989ab4e78ffe344ece,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de El Alto,698398f5670464b78148,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,698fecf5b6f1138877b6,Voto Indeciso,25,,,,,True,760402,633783
69989ab4e78ffe344ece,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de El Alto,698398f5670464b78148,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,698fecf5b6f1138877b6,Voto Indeciso,25,,,,,True,749724,633783
69989ab4e78ffe344ece,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de El Alto,698398f5670464b78148,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,69989c4eaacb9d6a5356,No sabe / No responde,6,,,,,True,760402,633783
69989ab4e78ffe344ece,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de El Alto,698398f5670464b78148,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,69989c4eaacb9d6a5356,No sabe / No responde,6,,,,,True,749724,633783
69989ab4e78ffe344ece,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de El Alto,698398f5670464b78148,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,69859c5e0029b48c09cd,Eliser Nemesio Roca Tancara,,,,,,True,760402,633783
69989ab4e78ffe344ece,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de El Alto,698398f5670464b78148,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,69859c5e0029b48c09cd,Eliser Nemesio Roca Tancara,,,,,,True,749724,633783
69989ab4e78ffe344ece,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de El Alto,698398f5670464b78148,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,6985a052002fb6a7cea2,David Simon  Vargas,,,,,,True,760402,633783
69989ab4e78ffe344ece,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de El Alto,698398f5670464b78148,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,6985a052002fb6a7cea2,David Simon  Vargas,,,,,,True,749724,633783
69989ab4e78ffe344ece,Primera encuesta de opinión IPSOS - CIESMORI - Alcaldia de El Alto,698398f5670464b78148,,698614d000339f39a826,,2026-02-15,2026-02-06,2,2401,69859814000c577d59b5,Tahuichi Tahuichi Quispe,,,,,,True,760402,633783
